frame,seconds,phase,engine_frame_ms,COO.ZoneRenderer.LateUpdate,COO.Input.Update,Main Thread,GC Allocated In Frame,Draw Calls Count,Triangles Count,SetPass Calls Count,Render Textures Count,Render Textures Bytes,Texture Memory,GPU Frame Time
214,0.632573,idle,3.239371,949208,17792,3210041,29293,141,7881,150,43,177562876,286778457,993291
215,0.635821,idle,3.462380,1126875,15833,3501250,29421,141,7881,150,43,177562876,286778457,830291
216,0.638966,idle,2.966206,910292,19791,3024875,29357,141,7881,150,43,177562876,286778457,1203499
217,0.642178,idle,3.370082,1034417,23042,3312291,29293,141,7881,150,43,177562876,286778457,757250
218,0.645010,idle,2.931378,943417,13042,3003792,29421,141,7881,150,43,177562876,286778457,723000
219,0.648289,idle,3.132625,888583,10958,3062083,29357,141,7881,150,43,177562876,286778457,1248708
220,0.651273,idle,3.055747,990625,14250,3118000,29293,141,7881,150,43,177562876,286778457,823499
221,0.655231,idle,3.871046,959125,10083,3682792,29421,141,7881,150,43,177562876,286778457,729874
222,0.658821,idle,3.684829,960000,17541,3738875,29357,141,7881,150,43,177562876,286778457,720166
223,0.661420,idle,2.647208,919250,15584,2824708,29293,141,7881,150,43,177562876,286778457,736458
224,0.665097,idle,3.517673,894375,9500,3374875,29421,141,7881,150,43,177562876,286778457,1322583
225,0.667861,idle,2.907122,986958,17708,3015125,29357,141,7881,150,43,177562876,286778457,739124
226,0.671078,idle,3.196003,924500,10084,2730375,29293,141,7881,150,43,177562876,286778457,736125
227,0.674927,idle,3.829868,901458,11666,4100042,39797,141,7881,150,43,177562876,286778457,719249
228,0.678286,idle,3.415335,896708,14000,3604334,37593,141,7881,150,43,177562876,286778457,746625
229,0.681443,idle,3.099752,873459,14458,3004875,29293,141,7881,150,43,177562876,286778457,993249
230,0.684611,idle,3.124121,905667,12208,3179792,29421,141,7881,150,43,177562876,286778457,76625
231,0.688269,idle,3.599461,984750,10666,3530667,29357,141,7881,150,43,177562876,286778457,815416
232,0.691623,idle,3.422413,1014250,20041,3294833,29293,141,7881,150,43,177562876,286778457,1448166
233,0.694508,idle,3.028090,937875,16125,3268167,29421,141,7881,150,43,177562876,286778457,739666
234,0.697634,idle,3.023916,862750,9416,2855625,29357,141,7881,150,43,177562876,286778457,794833
235,0.701003,idle,3.342666,923834,12125,3418542,29293,141,7881,150,43,177562876,286778457,731375
236,0.704542,idle,3.362167,952250,13500,3043875,29421,141,7881,150,43,177562876,286778457,756083
237,0.708044,idle,3.634708,1064959,22917,3771083,29357,141,7881,150,43,177562876,286778457,833083
238,0.710998,idle,3.107334,942666,15250,3298166,29293,141,7881,150,43,177562876,286778457,720000
239,0.713836,idle,2.747371,867375,11125,2739916,29421,141,7881,150,43,177562876,286778457,1239500
240,0.717066,idle,3.252877,898667,17208,3146916,29357,141,7881,150,43,177562876,286778457,861458
241,0.719738,idle,2.784127,908333,14209,2949334,29293,141,7881,150,43,177562876,286778457,769083
242,0.722941,idle,3.084247,836916,10083,2948667,29421,141,7881,150,43,177562876,286778457,1215166
243,0.726038,idle,3.148540,894750,17292,3258708,29357,141,7881,150,43,177562876,286778457,734458
244,0.728409,idle,2.459835,896792,9125,2480333,29293,141,7881,150,43,177562876,286778457,750125
245,0.731686,idle,2.997293,829958,6583,2868417,29421,141,7881,150,43,177562876,286778457,718583
246,0.734644,idle,3.106583,1000208,13417,3200334,29745,141,7881,150,43,177562876,286778457,726875
247,0.738084,idle,3.462875,921208,12084,3365666,29293,142,7883,150,43,177562876,286778457,722875
248,0.741082,idle,2.897499,868542,20042,2810500,29421,142,7883,150,43,177562876,286778457,718416
249,0.743758,idle,2.832958,902291,27125,3028459,29357,142,7883,150,43,177562876,286778457,729416
250,0.746391,idle,2.579457,867750,8917,2562541,29293,142,7883,150,43,177562876,286778457,859916
251,0.749282,idle,2.865667,916542,8959,2860458,29421,142,7883,150,43,177562876,286778457,867624
252,0.752064,idle,2.830003,914417,11375,2828875,29357,142,7883,150,43,177562876,286778457,722833
253,0.754540,idle,2.538542,880917,14084,2601459,29293,142,7883,150,43,177562876,286778457,1183499
254,0.757909,idle,3.162287,846750,6959,2923959,29421,142,7883,150,43,177562876,286778457,816624
255,0.761005,idle,3.148838,951958,19125,3243583,29357,142,7883,150,43,177562876,286778457,737208
256,0.763905,idle,2.891957,946625,13541,2852666,29293,142,7883,150,43,177562876,286778457,1318624
257,0.767011,idle,3.186246,944416,10917,3176708,29421,142,7883,150,43,177562876,286778457,731041
258,0.769576,idle,2.692708,884375,11750,2798000,29357,142,7883,150,43,177562876,286778457,777125
259,0.772862,idle,3.059502,790167,9708,2931042,29293,142,7883,150,43,177562876,286778457,1190208
260,0.776330,idle,3.544962,953875,14000,3529791,29421,142,7883,150,43,177562876,286778457,717916
261,0.779874,idle,3.509708,907167,12791,3497250,29357,142,7883,150,43,177562876,286778457,757041
262,0.783072,idle,3.172626,905417,17083,3037583,29293,142,7883,150,43,177562876,286778457,717625
263,0.785858,idle,2.909580,908292,23666,3120958,29421,142,7883,150,43,177562876,286778457,714624
264,0.788933,idle,2.951998,863667,8542,2741250,29357,142,7883,150,43,177562876,286778457,959291
265,0.792120,idle,3.271584,940167,15584,3434750,29293,142,7883,150,43,177562876,286778457,916125
266,0.794928,idle,2.758496,896125,12000,2810709,29421,142,7883,150,43,177562876,286778457,719666
267,0.797784,idle,2.889420,918083,12333,2908334,29357,142,7883,150,43,177562876,286778457,997791
268,0.800944,idle,3.204918,924417,12125,3172500,29293,142,7883,150,43,177562876,286778457,720125
269,0.803584,idle,2.660247,878666,9917,2676042,29421,142,7883,150,43,177562876,286778457,720874
270,0.806534,idle,2.861501,869000,8375,2860917,29357,142,7883,150,43,177562876,286778457,724916
271,0.809272,idle,2.824249,936792,11708,2833917,29345,142,7883,150,43,177562876,286778457,715125
272,0.811965,idle,2.682582,874375,8125,2632667,29421,142,7883,150,43,177562876,286778457,723999
273,0.815093,idle,3.044168,861250,9583,3044042,29357,142,7883,150,43,177562876,286778457,723083
274,0.817741,idle,2.756540,934625,13416,2808709,29293,142,7883,150,43,177562876,286778457,724625
275,0.820297,idle,2.519090,863334,7667,2520334,29421,142,7883,150,43,177562876,286778457,720374
276,0.823431,idle,2.983872,868083,13042,2851083,29357,142,7883,150,43,177562876,286778457,736749
