phase,unityFrame,seconds,EnvSprites_ns,ZoneRenderer_ns,InputIdle_ns,MainThread_ns,GC_bytes
0,67,1.640750624999999,0,73917,167,16889917,550571
0,68,1.6567272499999994,0,71167,125,16297583,535753
0,69,1.6732176659999993,0,70667,0,16497375,556299
0,70,1.6899296660000012,0,62208,41,16605167,556247
0,71,1.7069087080000003,0,71584,83,16782542,542685
0,72,1.7235145000000003,0,100917,42,16791291,542485
0,73,1.7403307500000018,0,75083,41,16801875,556247
0,74,1.7566239159999988,0,70458,42,16393250,542485
0,75,1.7733139579999992,0,67167,0,16693500,556247
0,76,1.790434458,0,59916,42,16594792,556247
0,77,1.8069304160000002,0,75208,41,16887625,544039
0,78,1.8234100409999989,0,74583,0,16521875,542485
0,79,1.8401502910000005,0,71917,0,16779125,556247
0,80,1.8565613750000018,0,69792,0,16392500,542485
0,81,1.8732634580000003,0,65917,0,16698041,559397
0,82,1.8902153750000004,0,68208,42,16895084,556247
0,83,1.9066920829999994,0,73042,0,16503916,542685
0,84,1.9234077909999989,0,75125,42,16685000,542485
